Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;denominazione_pe;insegna;superficie_somministrazione;CAP;ID_NIL;NIL;MUNICIPIO;LONG_WGS84;LAT_WGS84;Location
C-PE/10894;Via CACCIALEPORI N. 38| isolato:254| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Via CACCIALEPORI;38;6557.0;;bar fiora;107.0;20148.0;57.0;SELINUNTE;7.0;9.14217106306;45.4710739322;45.4710739322, 9.14217106306
C-PE/10904;VIA BERTACCHI GIOVANNI N. 2 ingresso corso san gottardo| isolato:095| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;VIA BERTACCHI GIOVANNI;2;5206.0;e - Bar gastronomici e simili;torrefazione colombia;42.0;20136.0;6.0;TICINESE;5.0;9.18029036427;45.4495530947;45.4495530947, 9.18029036427
C-PE/10908;Via SFORZA ASCANIO N. 65| isolato:126| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via SFORZA ASCANIO;65;5201.0;;marilyn caffe;82.0;20136.0;6.0;TICINESE;5.0;9.17664470521;45.4449873331;45.4449873331, 9.17664470521
C-PE/10912;Via FUMAGALLI ANGELO CARLO N. 1| isolato:071| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via FUMAGALLI ANGELO CARLO;1;5149.0;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;devil caffe;48.0;20143.0;44.0;NAVIGLI;6.0;9.16992621839;45.4503244855;45.4503244855, 9.16992621839
C-PE/10913;Via LARGA N. 6|via larga 006| isolato:390| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via LARGA;6;318.0;;bar dell universita;174.0;20122.0;1.0;DUOMO;1.0;9.19350582503;45.462470833;45.462470833, 9.19350582503
PE/26134;Via LAGO DI NEMI N. 25 (z.d. 6);SOMMINISTRAZIONE - In piano;Via LAGO DI NEMI;25;5351.0;;;24.0;20142.0;46.0;BARONA;6.0;9.15108801116;45.4355774234;45.4355774234, 9.15108801116
C-PE/10116;Viale ROMAGNA N. 23| isolato:156| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Viale ROMAGNA;23;3102.0;;rossi tipica gelateria;30.0;20129.0;21.0;BUENOS AIRES - VENEZIA;3.0;9.22343546578;45.4716302939;45.4716302939, 9.22343546578
C-PE/10117;VIA ROMANO GIULIO N. 17 angolo via altaguardia| isolato:148| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;VIA ROMANO GIULIO;17;4057.0;;trattoria toscana;56.0;20135.0;27.0;PTA ROMANA;5.0;9.19976159965;45.4488574416;45.4488574416, 9.19976159965
C-PE/10135;Via VIGEVANO N. 1| isolato:057| (z.d. 6);SOMMINISTRAZIONE - In piano;Via VIGEVANO;1;5116.0;;;26.0;20144.0;44.0;NAVIGLI;6.0;9.17576822169;45.4526995995;45.4526995995, 9.17576822169
C-PE/6353;Via CHOPIN FEDERICO N. 50| isolato:183| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via CHOPIN FEDERICO;50;4297.0;;;51.0;20141.0;38.0;RIPAMONTI;5.0;9.20675586185783;45.4267702794815;45.4267702794815, 9.20675586185783
C-PE/6354;Via REINA FRANCESCO N. 14| isolato:231| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via REINA FRANCESCO;14;3255.0;;;108.0;20133.0;25.0;CORSICA;4.0;9.22672366239;45.4666669771;45.4666669771, 9.22672366239
C-PE/6355;Via DE SANCTIS FRANCESCO N. 74| isolato:031| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via DE SANCTIS FRANCESCO;74;5322.0;e - Bar gastronomici e simili;;40.0;20141.0;42.0;STADERA;5.0;9.18412451834;45.4359982635;45.4359982635, 9.18412451834
C-PE/6360;Via CONCHETTA N. 20| isolato:125| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via CONCHETTA;20;5239.0;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;sagrestia;175.0;20136.0;6.0;TICINESE;5.0;9.17692306462;45.4457567904;45.4457567904, 9.17692306462
C-PE/6362;Via ARSIA N. 7| isolato:089| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via ARSIA;7;7472.0;;;80.0;20157.0;76.0;QUARTO OGGIARO;8.0;9.12775164946;45.5155355218;45.5155355218, 9.12775164946
C-PE/6364;Corso GOTTARDO (SAN) N. 13| isolato:095| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Corso GOTTARDO (SAN);13;5203.0;;;71.0;20136.0;6.0;TICINESE;5.0;9.18006986966;45.4504267566;45.4504267566, 9.18006986966
C-PE/6368;Via GULLI TOMMASO N. 32| isolato:191| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Via GULLI TOMMASO;32;6634.0;;;32.0;20147.0;52.0;BANDE NERE;7.0;9.13343681142;45.4653543508;45.4653543508, 9.13343681142
C-PE/6369;Via HAYEZ FRANCESCO N. 14| isolato:091| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Via HAYEZ FRANCESCO;14;2172.0;;;37.0;20129.0;21.0;BUENOS AIRES - VENEZIA;3.0;9.21619563043;45.4750599825;45.4750599825, 9.21619563043
C-PE/6372;Via LATISANA N. 4| isolato:025| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via LATISANA;4;1303.0;e - Bar gastronomici e simili;zanzibar birreria gelater;73.0;20159.0;12.0;MACIACHINI - MAGGIOLINA;9.0;9.19758086717;45.502570445;45.502570445, 9.19758086717
C-PE/6378;Via LORENTEGGIO N. 183| isolato:132| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via LORENTEGGIO;183;5132.0;;bar caffe;18.0;20147.0;49.0;GIAMBELLINO;6.0;9.13028419162;45.4477562232;45.4477562232, 9.13028419162
C-PE/6384;Via CORDUSIO N. 2|via santa maria segreta 006| isolato:409| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via CORDUSIO;2;627.0;;;46.0;20123.0;1.0;DUOMO;1.0;9.18571231323;45.4649892789;45.4649892789, 9.18571231323
C-PE/6843;VIA PANTALEONI MAFFEO N. 10| isolato:083| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;VIA PANTALEONI MAFFEO;10;1291.0;;il caminetto;94.0;20158.0;79.0;DERGANO;9.0;9.17330884788;45.4978465358;45.4978465358, 9.17330884788
C-PE/6848;Via PIERO DELLA FRANCESCA N. 8| isolato:058| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via PIERO DELLA FRANCESCA;8;7188.0;;torrefaz.degustaz.caffe;50.0;20154.0;69.0;SARPI;8.0;9.16708223625527;45.4823567618957;45.4823567618957, 9.16708223625527
C-PE/6851;Corso LODI N. 26| isolato:198| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Corso LODI;26;4068.0;;simpaty;42.0;20135.0;27.0;PTA ROMANA;5.0;9.20772604422;45.4484863777;45.4484863777, 9.20772604422
C-PE/6852;Via RUTILIA N. 16| isolato:001| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via RUTILIA;16;4229.0;a - Ristorante, trattoria, osteria con cucina e simili|c - Tavole calde,self service, fast food e simili|d - Pizzerie e simili|e - Bar gastronomici e simili;zythum;701.0;20141.0;37.0;Ex OM - MORIVIONE;5.0;9.19782649255;45.4402110964;45.4402110964, 9.19782649255
C-PE/6577;Corso VERCELLI N. 9| isolato:236| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;Corso VERCELLI;9;6193.0;;pizzeria da gino;24.0;20144.0;51.0;WASHINGTON;7.0;9.16323712803;45.4661797382;45.4661797382, 9.16323712803
C-PE/6584;Via MORGAGNI GIOVANNI BATTISTA N. 2| isolato:086| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Via MORGAGNI GIOVANNI BATTISTA;2;2158.0;;;29.0;20129.0;21.0;BUENOS AIRES - VENEZIA;3.0;9.21138171929;45.4768167341;45.4768167341, 9.21138171929
C-PE/6586;Via VITTANI GIOVANNI N. 1| isolato:355| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via VITTANI GIOVANNI;1;7350.0;;la dolce vita;77.0;20157.0;76.0;QUARTO OGGIARO;8.0;9.14102385406;45.5161031257;45.5161031257, 9.14102385406
C-PE/6591;Via PACINI GIOVANNI N. 37| isolato:055| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Via PACINI GIOVANNI;37;2571.0;;;68.0;20131.0;22.0;CITTA' STUDI;3.0;9.23068039777;45.4829115698;45.4829115698, 9.23068039777
C-PE/6594;VIA PETRELLA ERRICO N. 14| isolato:025| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;VIA PETRELLA ERRICO;14;2137.0;;bar liberty;23.0;20124.0;21.0;BUENOS AIRES - VENEZIA;3.0;9.2105834548;45.4834756623;45.4834756623, 9.2105834548
C-PE/6596;Via NICCOLINI GIOVANNI BATTISTA N. 20| isolato:118| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via NICCOLINI GIOVANNI BATTISTA;20;7129.0;;;31.0;20154.0;69.0;SARPI;1.0;9.1773564637;45.4812020565;45.4812020565, 9.1773564637
C-PE/6598;Piazzale NIGRA COSTANTINO N. 4| isolato:081| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Piazzale NIGRA COSTANTINO;4;1236.0;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;bar dinasty;84.0;20158.0;77.0;BOVISA;9.0;9.17135065603;45.4967882258;45.4967882258, 9.17135065603
C-PE/6602;ALZAIA NAVIGLIO GRANDE N. 54| isolato:050| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;ALZAIA NAVIGLIO GRANDE;54;5144.0;d - Pizzerie e simili|e - Bar gastronomici e simili|f - Bar caffè e simili;;50.0;20144.0;44.0;NAVIGLI;6.0;9.17080040702;45.451080741;45.451080741, 9.17080040702
C-PE/6606;Via PORDENONE N. 36| isolato:066| accesso: accesso esterno| (z.d. 3);SOMMINISTRAZIONE - In piano;Via PORDENONE;36;2650.0;;caporusso francesco;20.0;20132.0;18.0;Parco Lambro - CIMIANO;3.0;9.2360041571;45.4905844835;45.4905844835, 9.2360041571
C-PE/6609;Via ORE (DELLE) N. 4|via delle ore 004| isolato:389| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via ORE (DELLE);4;320.0;;bar delle ore;108.0;20122.0;1.0;DUOMO;1.0;9.19322891841;45.4629250538;45.4629250538, 9.19322891841
C-PE/6613;Via ORTI N. 35| isolato:113| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via ORTI;35;4031.0;;ristor. pizzeria aurora;54.0;20122.0;4.0;GUASTALLA;1.0;9.20246810421;45.4554442424;45.4554442424, 9.20246810421
C-PE/6619;PIAZZALE ROSA GABRIELE N. 11| isolato:127| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;PIAZZALE ROSA GABRIELE;11;4288.0;;;38.0;20139.0;35.0;LODI - CORVETTO;4.0;9.22381120802;45.4380778999;45.4380778999, 9.22381120802
C-PE/6622;Via ANGELO DELLA PERGOLA N. 7 con ingresso da p.le archinto| isolato:268| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via ANGELO DELLA PERGOLA;7;1137.0;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;;60.0;20159.0;11.0;ISOLA;9.0;9.18768403454;45.4880851423;45.4880851423, 9.18768403454
C-PE/6623;Via BIANCONI CARLO N. 7| isolato:109| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via BIANCONI CARLO;7;4264.0;f - Bar caffè e simili;;24.0;20139.0;38.0;RIPAMONTI;5.0;9.20428805858;45.4345292928;45.4345292928, 9.20428805858
C-PE/7145;Piazzale DE AGOSTINI GIOVANNI N. 8| isolato:305| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Piazzale DE AGOSTINI GIOVANNI;8;6138.0;;bar latteria;30.0;20144.0;51.0;WASHINGTON;6.0;9.15568122638;45.4579540043;45.4579540043, 9.15568122638
C-PE/7148;Via ENNIO N. 15| isolato:102| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via ENNIO;15;4090.0;;;22.0;20137.0;28.0;UMBRIA - MOLISE;4.0;9.21744870339;45.4532140147;45.4532140147, 9.21744870339
C-PE/7151;VIA FIORDALISI (DEI) N. 3| isolato:120| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;VIA FIORDALISI (DEI);3;658.0;;bar franco;27.0;20123.0;1.0;DUOMO;1.0;9.17754762318;45.4650073038;45.4650073038, 9.17754762318
C-PE/7152;Via FORNI GEROLAMO N. 36| isolato:036| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via FORNI GEROLAMO;36;1677.0;;bar alimentari le querce;65.0;20161.0;82.0;COMASINA;9.0;9.16719614735;45.5253461561;45.5253461561, 9.16719614735
C-PE/7156;Via GENTILINO N. 13| isolato:095| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via GENTILINO;13;5204.0;;antica salumeria;56.0;20136.0;6.0;TICINESE;5.0;9.18170793616;45.4491667945;45.4491667945, 9.18170793616
C-PE/8610;Via CARLI GIAN RINALDO N. 15| isolato:052| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via CARLI GIAN RINALDO;15;1563.0;;bar caffe;15.0;20161.0;80.0;AFFORI;9.0;9.17109197333;45.5209159617;45.5209159617, 9.17109197333
C-PE/8613;Via GIUSTI GIUSEPPE N. 34| isolato:110| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via GIUSTI GIUSEPPE;34;7127.0;;restaurant china club;105.0;20154.0;69.0;SARPI;1.0;9.17462351465;45.4798853341;45.4798853341, 9.17462351465
C-PE/8614;Via SARPI FRA' PAOLO N. 63| isolato:105| accesso: accesso esterno| (z.d. 8);SOMMINISTRAZIONE - In piano;Via SARPI FRA' PAOLO;63;7210.0;;;36.0;20154.0;69.0;SARPI;8.0;9.17076542507;45.4809176474;45.4809176474, 9.17076542507
C-PE/8615;Via LODOVICO IL MORO N. 55| isolato:016| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via LODOVICO IL MORO;55;5290.0;;irish pub teen whistle;57.0;20143.0;48.0;RONCHETTO S/N;6.0;9.14452624711;45.4451474903;45.4451474903, 9.14452624711
C-PE/8618;Via GIOIA MELCHIORRE N. 71| isolato:239| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via GIOIA MELCHIORRE;71;1108.0;;andre rose cafe;36.0;20124.0;11.0;ISOLA;2.0;9.20055549893;45.48940789;45.48940789, 9.20055549893
C-PE/8620;Via PESTALOZZI GIOVANNI ENRICO N. 16| isolato:004| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via PESTALOZZI GIOVANNI ENRICO;16;5294.0;a - Ristorante, trattoria, osteria con cucina e simili;osteria del gnocco fritto;80.0;20143.0;45.0;S. CRISTOFORO;6.0;9.1550701335;45.4455967541;45.4455967541, 9.1550701335
C-PE/8623;Via VARE' GIOVANNI BATTISTA N. 28| isolato:029| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via VARE' GIOVANNI BATTISTA;28;1245.0;;bar anna;44.0;20158.0;77.0;BOVISA;9.0;9.16235105766;45.5018710637;45.5018710637, 9.16235105766
C-PE/8624;Corso VENTIDUE MARZO N. 48| isolato:263| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Corso VENTIDUE MARZO;48;3074.0;;il veliero;61.0;20137.0;26.0;XXII MARZO;4.0;9.22215207867;45.4620069362;45.4620069362, 9.22215207867
C-PE/8626;Via ASSUNTA (DELL') N. 8| isolato:166| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Via ASSUNTA (DELL');8;4274.0;;bar tucano;130.0;20141.0;38.0;RIPAMONTI;5.0;9.20207300437;45.4333355377;45.4333355377, 9.20207300437
C-PE/8638;Via MILLELIRE DOMENICO N. 23 (z.d. 7);SOMMINISTRAZIONE - In piano;Via MILLELIRE DOMENICO;23;6620.0;;;;20147.0;52.0;BANDE NERE;7.0;9.12839725961;45.4659964892;45.4659964892, 9.12839725961
C-PE/8675;Via SAVONA N. 11| isolato:035| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via SAVONA;11;5122.0;;mai dire bar;71.0;20144.0;50.0;TORTONA;6.0;9.16838617832;45.4554121757;45.4554121757, 9.16838617832
C-PE/8688;Via MERAVIGLI N. 16|via meravigli 016| isolato:372| (z.d. 1);SOMMINISTRAZIONE - In piano;Via MERAVIGLI;16;614.0;;;31.0;20121.0;1.0;DUOMO;1.0;9.18135799232;45.4657823294;45.4657823294, 9.18135799232
C-PE/8697-1;Via VETERE N. 10| isolato:126| (z.d. 1);SOMMINISTRAZIONE - In piano;Via VETERE;10;5185.0;;;63.0;20123.0;6.0;TICINESE;1.0;9.18118619615;45.4560554969;45.4560554969, 9.18118619615
C-PE/8720;Corso MAGENTA N. 61 int. palazzo congressi|cso magenta 061| isolato:227| accesso: accesso interno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso MAGENTA;61;604.0;;;103.0;20123.0;7.0;MAGENTA - S. VITTORE;1.0;9.17224593016;45.4656231548;45.4656231548, 9.17224593016
C-PE/8722;VIA MILLELIRE DOMENICO N. 18| isolato:105| accesso: accesso esterno| (z.d. 7);SOMMINISTRAZIONE - In piano;VIA MILLELIRE DOMENICO;18;6620.0;;little bar caffe;18.0;20147.0;52.0;BANDE NERE;7.0;9.12827663453;45.4663347688;45.4663347688, 9.12827663453
C-PE/8723;Via CREMA N. 25| isolato:195| (z.d. 5);SOMMINISTRAZIONE - In piano;Via CREMA;25;4061.0;g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;;39.0;20135.0;27.0;PTA ROMANA;5.0;9.20305263778;45.4481108601;45.4481108601, 9.20305263778
C-PE/8724;Via SENATO N. 2|via senato 002| isolato:186| (z.d. 1);SOMMINISTRAZIONE - In piano;Via SENATO;2;236.0;;;57.0;20121.0;4.0;GUASTALLA;1.0;9.19908292742;45.4690933028;45.4690933028, 9.19908292742
C-PE/8727;ALZAIA NAVIGLIO GRANDE N. 2| isolato:057| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;ALZAIA NAVIGLIO GRANDE;2;5144.0;d - Pizzerie e simili;premiata pizzeria;149.0;20144.0;44.0;NAVIGLI;6.0;9.17646656263;45.4522706682;45.4522706682, 9.17646656263
C-PE/2810;Via FARA GUSTAVO N. 15| isolato:304| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via FARA GUSTAVO;15;1183.0;;specialita di taiwan;117.0;20124.0;9.0;GARIBALDI REPUBBLICA;9.0;9.19807339861;45.4833397418;45.4833397418, 9.19807339861
C-PE/2812;Via FARA GUSTAVO N. 10| isolato:307| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via FARA GUSTAVO;10;1183.0;;;84.0;20124.0;10.0;CENTRALE;2.0;9.19798049228;45.4825619107;45.4825619107, 9.19798049228
C-PE/2813;Via FARA GUSTAVO N. 10| isolato:307| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via FARA GUSTAVO;10;1183.0;;;43.0;20124.0;10.0;CENTRALE;2.0;9.19798049228;45.4825619107;45.4825619107, 9.19798049228
C-PE/2815;VIA FARA GUSTAVO N. 8| isolato:307| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;VIA FARA GUSTAVO;8;1183.0;e - Bar gastronomici e simili;fara bar;75.0;20124.0;10.0;CENTRALE;2.0;9.19794821467032;45.4824025540144;45.4824025540144, 9.19794821467032
C-PE/2816;Via TARVISIO N. 25| isolato:120| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via TARVISIO;25;1399.0;;;98.0;20125.0;13.0;GRECO;2.0;9.20519279147;45.4980045548;45.4980045548, 9.20519279147
C-PE/3102;Viale PASUBIO N. 10| isolato:313| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Viale PASUBIO;10;1112.0;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;the dickens inn;51.0;20154.0;9.0;GARIBALDI REPUBBLICA;9.0;9.18389740839324;45.4818218992572;45.4818218992572, 9.18389740839324
C-PE/3103;Viale PASUBIO N. 10| isolato:313| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Viale PASUBIO;10;1112.0;;trattoria della pesa;89.0;20154.0;9.0;GARIBALDI REPUBBLICA;9.0;9.18389740839324;45.4818218992572;45.4818218992572, 9.18389740839324
C-PE/3105;Via QUADRIO MAURIZIO N. 9| isolato:314| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via QUADRIO MAURIZIO;9;1115.0;;;202.0;20154.0;9.0;GARIBALDI REPUBBLICA;9.0;9.18446885244;45.4838228153;45.4838228153, 9.18446885244
C-PE/3106;Via BONNET NINO N. 7| isolato:315| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via BONNET NINO;7;1109.0;;;134.0;20154.0;9.0;GARIBALDI REPUBBLICA;9.0;9.18459252302;45.4824485087;45.4824485087, 9.18459252302
C-PE/3110;Via DI TOCQUEVILLE ALESSIO N. 13| isolato:317| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via DI TOCQUEVILLE ALESSIO;13;1703.0;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili|f - Bar caffè e simili|j - Discoteche, sale da ballo, locali notturni;;600.0;20154.0;9.0;GARIBALDI REPUBBLICA;9.0;9.18632911656;45.4822537727;45.4822537727, 9.18632911656
C-PE/3113;PIAZZA VENTICINQUE APRILE N. 7| isolato:317| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;PIAZZA VENTICINQUE APRILE;7;1064.0;e - Bar gastronomici e simili|f - Bar caffè e simili|h - Wine bar, birreria, pub enoteche, caffetteria, sala da te e simili;bar tabacchi;27.0;20154.0;9.0;GARIBALDI REPUBBLICA;9.0;9.18626990577099;45.4811877827247;45.4811877827247, 9.18626990577099
C-PE/3115;Via VILLORESI EUGENIO N. 11| isolato:063| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via VILLORESI EUGENIO;11;5145.0;e - Bar gastronomici e simili|f - Bar caffè e simili;timeout;78.0;20143.0;44.0;NAVIGLI;6.0;9.16300001667;45.4479860797;45.4479860797, 9.16300001667
C-PE/3116;Via VILLORESI EUGENIO N. 10| isolato:060| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via VILLORESI EUGENIO;10;5145.0;a - Ristorante, trattoria, osteria con cucina e simili;;113.0;20143.0;44.0;NAVIGLI;6.0;9.16260357171;45.4480720681;45.4480720681, 9.16260357171
C-PE/3118;Via MOSCOVA (DELLA) N. 7| isolato:179| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via MOSCOVA (DELLA);7;1016.0;;bar selfse.nuovo principe;149.0;20121.0;2.0;BRERA;1.0;9.1936339623;45.4759210554;45.4759210554, 9.1936339623
C-PE/3119;Via FATEBENEFRATELLI N. 30|via fatebenefratelli 030| isolato:182| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via FATEBENEFRATELLI;30;144.0;;;91.0;20121.0;2.0;BRERA;1.0;9.19351578014;45.4725981317;45.4725981317, 9.19351578014
C-PE/3121;Piazza CAVOUR N. 7|pza cavour 007| isolato:016| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Piazza CAVOUR;7;237.0;;parco sushi sashimi;60.0;20121.0;2.0;BRERA;1.0;9.19564848803;45.4733255448;45.4733255448, 9.19564848803
C-PE/3122;Corso VENEZIA N. 45|cso venezia 045| isolato:095| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso VENEZIA;45;238.0;a - Ristorante, trattoria, osteria con cucina e simili;caffe al campiello;183.0;20121.0;4.0;GUASTALLA;1.0;9.20118532766;45.4709111322;45.4709111322, 9.20118532766
C-PE/3252;VIALE MONTE NERO N. 4| isolato:163| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;VIALE MONTE NERO;4;3062.0;e - Bar gastronomici e simili;;43.0;20135.0;27.0;PTA ROMANA;4.0;9.20311488931;45.4525844037;45.4525844037, 9.20311488931
C-PE/3253;Viale MONTE NERO N. 12| isolato:163| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Viale MONTE NERO;12;3062.0;f - Bar caffè e simili|d - Pizzerie e simili;swami cafe;156.0;20135.0;27.0;PTA ROMANA;4.0;9.20360270089;45.4534517443;45.4534517443, 9.20360270089
C-PE/3255;Viale MONTE NERO N. 16| isolato:157| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Viale MONTE NERO;16;3062.0;;;194.0;20135.0;27.0;PTA ROMANA;4.0;9.20390268834;45.454020155;45.454020155, 9.20390268834
C-PE/3258;Via MURATORI LODOVICO N. 10| isolato:168| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via MURATORI LODOVICO;10;4076.0;;;125.0;20135.0;27.0;PTA ROMANA;4.0;9.20478065823;45.4518934444;45.4518934444, 9.20478065823
C-PE/3259;Via MURATORI LODOVICO N. 11| isolato:164| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via MURATORI LODOVICO;11;4076.0;f - Bar caffè e simili;;90.0;20135.0;27.0;PTA ROMANA;4.0;9.20512559146;45.452054201;45.452054201, 9.20512559146
C-PE/3539;Via BERGAMINI N. 5|pza santo stefano 000| isolato:324| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via BERGAMINI;5;325.0;;caffetteria s.stefano;132.0;20122.0;1.0;DUOMO;1.0;9.19406043814;45.4619940475;45.4619940475, 9.19406043814
C-PE/3543;Largo SCHUSTER ILDEFONSO N. 1|lgo schuster ildefonso 001| isolato:390| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Largo SCHUSTER ILDEFONSO;1;311.0;f - Bar caffè e simili;bar ottolina;50.0;20122.0;1.0;DUOMO;1.0;9.19258123133;45.4625898755;45.4625898755, 9.19258123133
C-PE/3550;Piazzale CADORNA LUIGI N. 4|ple cadorna luigi 004| isolato:238| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Piazzale CADORNA LUIGI;4;601.0;;station cafe;67.0;20121.0;1.0;DUOMO;1.0;9.17762724731;45.4683815242;45.4683815242, 9.17762724731
C-PE/3553;PIAZZALE CADORNA LUIGI N. 9|ple cadorna luigi 009| isolato:236| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;PIAZZALE CADORNA LUIGI;9;601.0;c - Tavole calde,self service, fast food e simili|f - Bar caffè e simili|g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;bindi confetter.pasticcer;145.0;20123.0;7.0;MAGENTA - S. VITTORE;1.0;9.17642496537;45.4676762317;45.4676762317, 9.17642496537
